Title: The population of Galactic planetary nebulae: a study based on their 
       distances from the second Gaia release 
Authors: Stanghellini L., Bucciarelli B., Lattanzi M.G., Morbidelli R. 
Table: Catalog of DR2 parallaxes, derived parallax distances, and 
       ancillary parameters for Galactic PNe
================================================================================
Byte-by-byte Description of file: apjab59e4t1_mrt.txt
--------------------------------------------------------------------------------
   Bytes Format Units     Label   Explanations
--------------------------------------------------------------------------------
   1- 10 A10    ---       ID      PN identifier
  12- 30 I19    ---       Gaia    Gaia DR2 identifier
  32- 37 F6.4   mas       plx     Gaia DR2 parallax
  39- 44 F6.4   mas     e_plx     Uncertainty in plx
  46- 47 A2     ---       M       Nebular morphology code (1)
  49- 54 F6.2   arcsec    theta   ? Angular radius
  56- 61 F6.2   [mW/m2]   logFHb  ? log H{beta} integrated flux; erg/s/cm^2^
  63- 66 F4.2   [mW/m2] e_logFHb  ? Uncertainty in logFHb
  68- 72 F5.2   ---       calpha  ? Extinction constant
  74- 77 F4.2   ---     e_calpha  ? Uncertainty in calpha
  79- 84 F6.3   [pc]      logRpc  ? log linear nebula radius (2)
  86- 90 F5.3   [pc]    E_logRpc  ? Upper uncertainty in logRpc
  92- 96 F5.3   [pc]    e_logRpc  ? Lower uncertainty in logRpc
  98-102 A5     ---       Refs    References (3)  
--------------------------------------------------------------------------------
Note (1):
    R = Round;
    E = Elliptical;
089.8-00.6 2164519416761365248 0.8060 0.5566 B   19.00 -11.78 0.20  0.86 0.10 -0.942 0.589 0.325 4,4,4 
094.0+27.4 2160562927224840576 0.4660 0.0527     47.00 -12.00 0.04 -0.29 0.10 -0.311 0.131 0.143 4,4,5 
096.3+02.3 2177492137825896576 0.2037 0.1609 E    3.00 -13.20 0.20  1.45 0.10 -1.146 0.757 0.350 4,5,5 
096.4+29.9 1633325248915154176 0.6152 0.0709 P    9.40  -9.61 0.02  0.12 0.01 -1.130 0.132 0.144 4,4,4 
100.6-05.4 2000514441286173568 0.6827 0.4090      3.40 -11.17 0.01  0.34 0.01 -1.617 0.476 0.301 4,4,4 
101.8+08.7 2216998964996270208 0.2240 0.0633 E   28.50 -12.00 0.10  1.18 0.11 -0.210 0.223 0.205 4,4,4 
102.8-05.0 2002155050070646912 0.6859 0.4390 BC  54.80 -11.80 0.12  0.55 0.10 -0.412 0.523 0.312 4,4,4 
102.9-02.3 2004936573978252672 0.2871 0.0562     27.10 -12.60 0.30  1.40 1.20 -0.339 0.174 0.175 4,4,4 
103.2+00.6 2198557685406698368 0.8381 0.5707 BC  19.60 -11.97 0.04  1.03 0.10 -0.945 0.575 0.322 4,4,4 
104.2-29.6 2871119705335735552 1.2104 0.0901 E  160.00 -11.48 0.03 -1.03 0.10 -0.193 0.113 0.128 5,5,5 
106.5-17.6 1924818288379268736 0.5054 0.0747 E    7.70  -9.99 0.01  0.15 0.03 -1.132 0.149 0.157 4,4,4 
107.6-13.3 1941633699525901440 0.1417 0.0408 E    2.10 -11.96 0.03                               5,5,* 
107.7+07.8 2218688261534278912 1.1233 0.1209    450.00                                           5,*,* 
107.8+02.3 2201080755349789568 0.4542 0.0854 E   10.00 -11.58 0.01  1.77 0.13 -0.972 0.170 0.172 4,4,4 
111.0+11.6 2229624931896924160 3.1148 0.0503    265.00                                           5,*,* 
111.2+07.0 2212671428967795840 0.1159 0.0605 BC   3.00 -13.20 0.40  1.47 0.10 -0.901 0.400 0.279 5,5,5 
114.0-04.6 1998212476247082880 0.4965 0.0216     40.50 -11.72 0.12  0.79 0.25 -0.403 0.098 0.115 4,4,4 
116.2+08.5 2215132685747022464 1.4226 0.0642 BC  20.00 -12.16 0.01  1.24 0.10 -1.166 0.099 0.116 4,4,4 
117.5+18.9 2286089355109979008 0.3310 0.2708 R   17.00 -12.17 0.03  0.11 0.10 -0.604 0.819 0.357 4,4,4 
118.0-08.6  419326659360627968 0.2004 0.0538 R    3.10 -11.53 0.03  0.07 0.10 -1.125 0.215 0.200 4,4,4 
118.8-74.7 2376592910265354368 1.9521 0.1007 E  130.20 -10.53 0.05  0.12 0.10 -0.490 0.102 0.119 3,4,4 
120.0+09.8  537481007814722688 0.5041 0.0289 E   18.20 -10.66 0.05  0.76 0.06 -0.757 0.105 0.121 4,4,4 
120.2-05.3  421836329014389248 1.1725 0.1955    360.00                                           5,*,* 
123.6+34.5 1720138697015345024 0.3666 0.0564 R    9.00 -10.82 0.01  0.19 0.10 -0.924 0.152 0.159 4,4,4 
124.0+10.7  535357713421191168 3.1930 0.0566    135.00              0.87 0.10                    5,*,5 
125.9-47.0 2778355352407184128 3.2150 0.0756    135.00                                           4,*,* 
126.3+02.9  525275913347840512 0.3225 0.1986 E    4.50 -12.60 0.20  1.02 0.10 -1.170 0.495 0.305 4,5,4 
128.0-04.1  509206447837376128 1.1270 0.0998    170.00                                           5,*,* 
130.2+01.3  511904404556131200 0.3082 0.0506 E    6.50 -11.49 0.03  0.78 0.13 -0.990 0.157 0.163 4,4,4 
130.3-11.7  405830570741274752 0.4011 0.2206 E    3.00 -11.94 0.03  0.24 0.10 -1.441 0.426 0.287 4,4,4 
131.5+02.6  515007024509005440 0.3425 0.0839 E   30.00 -12.61 0.10  1.30 0.24 -0.372 0.201 0.192 4,4,4 
133.1-08.6  360112911622101120 0.3858 0.0355 R    9.00 -11.90 0.02  1.11 0.07 -0.947 0.121 0.135 5,4,4 
136.1+04.9  467936205865972352 1.0037 0.1774 R   93.00 -12.43 0.06  1.46 0.25 -0.348 0.164 0.168 4,4,4 
136.3+05.5  468033345145186816 1.3966 0.0216    250.00                                           5,*,* 
138.8+02.8  463228376251556224 0.6280 0.0603 E   18.40 -11.69 0.01  1.15 0.12 -0.848 0.123 0.137 4,4,4 
141.7-07.8  440314343470162304 0.6417 0.4287 E   63.70 -12.90 0.20  0.76 0.10 -0.318 0.558 0.319 4,4,4 
143.6+23.8 1112772429499375488 2.6882 0.0374 B   55.50 -10.50 0.40                               5,5,* 
144.5+06.5  473712872456844544 0.5673 0.0253 E   25.90 -11.28 0.06  1.20 0.10 -0.655 0.099 0.116 4,4,4 
146.7+07.6  471908436438311680 0.0969 0.0329 R    1.90 -11.88 0.04  0.69 0.18 -1.022 0.259 0.224 4,4,4 
147.4-02.3  443728125210882816 0.5847 0.4779      2.00 -12.14 0.05  1.94 0.12 -1.780 0.818 0.356 4,4,4 
147.8+04.1  469056092819323392 0.1915 0.0544 R    3.50 -12.22 0.02  1.58 0.10 -1.053 0.224 0.205 4,4,4 
148.4+57.0  843950873117830528 1.1371 0.0662 R  100.00 -10.42 0.02  0.01 0.10 -0.370 0.105 0.121 4,4,4 
149.4-09.2  241918950690107264 1.1595 0.0926    270.00                                           5,*,* 
149.7-03.3  250358801943821952 2.2457 0.0828    390.00                                           5,*,* 
153.7+22.8 1004051581576523008 0.5607 0.2839 R   70.50 -12.31 0.06  0.47 0.29 -0.215 0.386 0.275 4,4,4 
156.9-13.3  223404549266115456 3.1653 0.1194     17.00                                           5,*,* 
158.8+37.1 1040417211407001984 2.5804 0.0938    134.00 -11.82 0.07                               4,4,* 
158.9+17.8  997854527883650688 3.1745 0.0823    600.00 -10.85 0.10  0.23 0.02 -0.038 0.091 0.108 4,4,4 
161.2-14.8  218544737933650944 0.2016 0.1599 BC   5.00 -11.19 0.01  0.29 0.07 -0.920 0.764 0.351 3,4,4 
164.8+31.1  936605992140011392 0.9886 0.1021 E  190.00 -11.27 0.20                               5,5,* 
165.5-15.2  168937010969340160 2.1446 0.0388 E   66.00 -10.98 0.03  0.96 0.40 -0.826 0.087 0.105 4,4,4 
166.1+10.4  196996680850087936 0.2394 0.0882 B    4.20 -10.55 0.01  0.25 0.01 -1.070 0.279 0.233 4,4,4 
167.4-09.1  172188296914590208 0.2844 0.2106 BC   1.10 -12.24 0.10  2.25 0.10 -1.727 0.665 0.338 4,5,5 
170.3+15.8  965066369588651648 0.4081 0.1125 R   11.00 -12.10 0.30 -0.09 0.10 -0.884 0.219 0.203 5,5,5 
170.7+04.6  190211633254265472 2.5209 0.8125      0.23 -13.25 0.10  1.46 0.10 -3.354 0.248 0.218 4,5,5 
189.1+19.8  885587110718845568 0.5322 0.0658 B   29.10 -10.99 0.01  0.13 0.02 -0.577 0.136 0.148 1,4,4 
190.3-17.7 3291783576991686784 0.3383 0.0981 BC   4.70 -11.39 0.01  0.30 0.09 -1.172 0.228 0.207 3,4,4 
193.6-09.5 3340384082588168960 0.2308 0.0386 R   12.00 -12.25 0.10  0.54 0.10 -0.598 0.159 0.164 5,4,5 
196.6-10.9 3336140414380977664 0.5312 0.0789 E    8.70 -11.13 0.03  0.49 0.12 -1.100 0.149 0.157 1,4,4 
197.8+17.3  865037169677723904 0.5004 0.0493 E   18.00 -10.41 0.04  0.22 0.09 -0.758 0.124 0.138 1,4,4 
197.8-03.3 3330404266518636416 0.1948 0.0360 P   16.40              1.25 0.10                    4,*,4 
198.6-06.3 3329653849828221696 0.6222 0.3119 E   22.05 -11.54 0.20  0.75 0.10 -0.765 0.381 0.273 3,4,4 
204.1+04.7 3158419684195782656 1.1581 0.0593    207.00 -11.12 0.10                               4,4,* 
205.1+14.2 3163546505053645056 1.8597 0.0806    307.50 -10.40 0.20 -0.18 0.10 -0.096 0.098 0.115 4,4,5 
206.4-40.5 3189152962633165056 0.8232 0.0630 E    9.70 -10.45 0.01  0.10 0.10 -1.243 0.114 0.129 1,4,4 
208.5+33.2  660071056749861888 0.3613 0.0508 R   63.50 -12.19 0.04 -0.48 0.10 -0.070 0.145 0.154 4,4,5 
210.0+03.9 3128416245256794496 2.3474 0.9558    115.00                                           5,*,* 
211.4+18.4 3147206692815926528 0.4896 0.1965     47.00                                           5,*,* 
211.9+22.6  648899606296121472 1.6730 0.0789     85.00                                           5,*,* 
214.9+07.8 3135710272253699584 0.6061 0.0807 R   33.65 -12.04 0.05  0.48 0.08 -0.570 0.141 0.151 3,4,4 
215.2-24.2 2985789113026163584 0.6453 0.0541 E    6.20  -9.57 0.01  0.31 0.01 -1.332 0.117 0.132 4,4,4 
215.5-30.8 2986220396462236032 2.0204 0.0725    382.00 -10.11 0.20                               4,4,* 
215.6+03.6 3109444657456300288 0.6861 0.0309 B   27.30 -11.26 0.02  0.89 0.02 -0.715 0.099 0.116 4,4,4 
215.6+11.1 3135504732298169600 1.3663 0.4185     42.00                                           5,*,* 
216.3-04.4 3103708191756172160 0.8287 0.3080 E   10.15 -13.28 0.10  0.48 0.10 -1.226 0.281 0.234 3,5,5 
217.1+14.7 3088991026757468800 1.4274 0.1291    177.40 -11.35 0.05  0.48 0.28 -0.220 0.120 0.135 4,4,4 
218.9-10.7 3001563840710096512 0.9044 0.0828 BC  47.00 -11.80 0.30  0.60 0.10 -0.599 0.121 0.135 5,5,5 
219.1+31.2  597324024095840512 1.9587 0.0883 E  486.00 -10.54 0.30                               4,4,* 
220.3-53.9 5084896688945791232 2.5517 0.0825 E  192.00 -10.20 0.10 -0.39 0.10 -0.438 0.093 0.111 4,4,5 
221.5+46.3  615161091995252864 0.7336 0.1668    360.00 -10.60 0.60  0.29 0.10  0.376 0.191 0.186 5,5,5 
224.3+15.3 3070613063558890240 0.4815 0.2299     83.00 -12.45 0.20  0.35 0.10 -0.078 0.361 0.266 4,4,4 
224.9+01.0 3047204259149524480 0.5863 0.0560     30.45                                           3,*,* 
228.2-22.1 2917223705359238016 0.5244 0.0262     66.00 -12.60 0.10                               5,5,* 
232.0+05.7 3029668728008670208 0.0699 0.0417           -12.10 0.30  1.11 0.10                    *,5,5 
238.0+34.8 3827044765316735104 1.1383 0.0719 R  134.00 -11.30 0.30  0.38 0.07 -0.244 0.108 0.124 4,4,4 
239.6+13.9 5709928951521751168 0.4194 0.0752 E   24.85 -11.38 0.01  0.05 0.02 -0.542 0.165 0.169 3,4,4 
240.3+07.0 5701379385324474240 0.1315 0.0535      4.00 -12.30 0.20  0.30 0.10 -0.831 0.306 0.245 5,5,5 
240.3-07.6 5609860130542365824 0.0535 0.0516 B    6.15 -12.61 0.02  0.88 0.10 -0.254 1.529 0.390 3,5,5 
241.0+02.3 5710725616423348352 0.2218 0.0324      6.90 -11.40 0.10  0.25 0.10 -0.822 0.148 0.156 4,5,5 
243.3-01.0 5601582285451511040 0.4006 0.1144 E    9.15 -11.49 0.02  0.55 0.01 -0.956 0.225 0.206 3,4,4 
243.8-37.1 4814231938760137856 0.0966 0.0496     11.50                                           5,*,* 
244.5+12.5 5703415268543295744 0.8490 0.1719    200.00                                           5,*,* 
248.7+29.5 5690534730341025408 0.8610 0.1002    145.00 -11.84 0.05                               4,4,* 
248.8-08.5 5589719276537785728 1.9393 0.4911 E    4.10 -11.70 0.20  0.31 0.10 -1.989 0.206 0.195 3,5,5 
249.0+06.9 5646499053433949440 0.3714 0.0269                                                     *,*,* 
253.5+10.7 5647809392112960000 0.4729 0.1150 BC  29.20 -12.50 0.40  0.44 0.10 -0.524 0.200 0.191 4,5,5 
253.9+05.7 5639472001599302528 0.3143 0.0453      4.10 -10.78 0.10  0.63 0.10 -1.199 0.147 0.155 4,4,4 
255.3-59.6 4755520010701141504 1.2374 0.0425    186.50                                           5,*,* 
258.0-15.7 5509004952576699904 0.5180 0.1086     41.00 -11.40 0.40  0.11 0.10 -0.416 0.181 0.180 5,5,5 
259.1+00.9 5528673875565956992 0.4950 0.1491 B   60.85 -12.14 0.03  2.24 0.10 -0.225 0.235 0.211 3,4,4 
260.7+00.9 5525337338813641088 0.5284 0.0251     18.00              2.93 0.10                    5,*,5 
261.0+32.0 5668874905325843456 0.6819 0.0884 E   15.75  -9.79 0.10  0.07 0.10 -0.951 0.139 0.150 3,4,4 
262.6-04.6 5516878589711567360 1.2093 0.6267      8.60 -12.80 0.40  1.08 0.10 -1.462 0.396 0.278 3,5,5 
263.0-05.5 5516695413639378176 0.4496 0.2091 E    1.35 -12.01 0.10  0.85 0.10 -1.837 0.351 0.263 2,2,5 
265.1-04.2 5521499734013833984 0.8771 0.0317     14.00 -12.30 0.30  0.57 0.10 -1.111 0.095 0.112 5,5,5 
265.7+04.1 5427326253844953216 0.2975 0.0917 E    8.95 -11.31 0.08  0.79 0.10 -0.836 0.239 0.214 3,4,4 
270.1+24.8 5455506530699796608 0.2658 0.0977 E   27.00                                           5,*,* 
272.1+12.3 5420219732228461184 1.1567 0.0504 E   23.50 -10.45 0.06  0.16 0.03 -1.007 0.099 0.115 1,4,4 
273.6+06.1 5411328565822822528 1.4285 0.0479     45.00                                           5,*,* 
274.3+09.1 5414927915911816704 0.2677 0.0732 E   20.80 -12.69 0.20  0.00 0.10 -0.424 0.218 0.202 3,4,5 
275.0-04.1 5310278598198854016 0.3043 0.0692 E    6.10 -11.66 0.01  0.74 0.05 -1.012 0.191 0.186 3,4,4 
275.2-02.9 5310734178295067008 0.1923 0.0572 E    5.40 -12.54 0.10  0.88 0.10 -0.866 0.233 0.210 3,4,5 
277.1-03.8 5307241888842877696 0.4579 0.0360     34.25 -11.35 0.01  1.29 0.40 -0.441 0.115 0.130 3,4,4 
277.7-03.5 5307054800062198400 0.6581 0.1105     55.00 -12.10 0.40  0.46 0.10 -0.392 0.159 0.164 5,5,5 
278.8+04.9 5358679035649615232 0.1045 0.0900      5.50 -11.87 0.02  0.54 0.10 -0.593 0.937 0.367 4,4,4 
279.6-03.1 5306043043221261568 0.2189 0.0282     12.40 -11.81 0.01  1.39 0.10 -0.561 0.139 0.150 3,4,4 
280.0+02.9 5356894356478901760 0.2179 0.1119     10.00 -11.90 0.30  0.98 0.10 -0.653 0.392 0.277 5,5,5 
283.8+02.2 5352413567402723328 0.6236 0.2710 R    5.05 -11.77 0.01  0.95 0.10 -1.406 0.327 0.254 3,4,4 
283.8-04.2 5256396485463285504 0.0564 0.0340 E    6.20 -12.40 0.20  0.55 0.10 -0.273 0.480 0.302 3,5,5 
283.9+09.7 5362804330246457344 1.2943 0.0408    150.00                                           5,*,* 
285.4-01.1 5255353117640172672 0.8893 0.0302     45.00 -12.20 0.40  1.27 0.10 -0.610 0.094 0.111 5,5,5 
285.6-02.7 5254793942926363392 0.2564 0.2045 E    2.45 -11.20 0.01  0.71 0.10 -1.334 0.773 0.352 3,4,4 
285.7-14.9 5222772389050179840 0.2883 0.0454 E    5.35 -10.85 0.01  0.12 0.02 -1.046 0.154 0.160 3,4,4 
286.2-06.9 5246408689299887488 0.2468 0.0614     30.00 -12.10 0.30  0.44 0.10 -0.230 0.203 0.193 5,5,5 
286.3+02.8 5352847947540781568 0.1728 0.0790      9.00 -12.50 0.20  0.52 0.10 -0.598 0.345 0.260 5,5,5 
286.3-04.8 5252991607174388736 0.2776 0.2096 E    8.05 -11.04 0.01  0.28 0.03 -0.852 0.690 0.341 3,4,4 
286.5+11.6 5374348102823679744 0.6289 0.1009    107.50 -11.10 0.50  0.40 0.10 -0.082 0.155 0.162 5,5,5 
286.8-29.5 4648434175230114048 0.1820 0.0459     23.00 -12.70 0.30  0.23 0.10 -0.213 0.205 0.195 5,5,5 
288.7+08.1 5348444781415074432 0.1922 0.0554     18.00 -12.60 0.50 -0.36 0.10 -0.343 0.227 0.207 5,5,5 
288.8-05.2 5251802141752703360 0.3429 0.0251      4.50 -12.38 0.01  0.96 0.10 -1.196 0.112 0.128 4,4,4 
288.9-00.8 5338229115839425664 0.0418 0.0299     36.00  -9.70 0.30  0.84 0.10  0.621 0.625 0.331 5,5,5 
289.6-01.6 5241901177000317824 1.1583 0.6671     10.00 -12.90 0.30  2.24 0.10 -1.378 0.452 0.294 5,5,5 
290.5+07.9 5348195948185156736 0.4748 0.0613 BC   8.00 -11.06 0.06  0.34 0.10 -1.088 0.139 0.150 4,4,5 
291.3-26.2 5208229183110454784 1.6457 0.3251           -13.17 0.10                               *,5,* 
292.4+04.1 5342835824697866880 0.0924 0.0499 E    3.30 -11.41 0.01  0.43 0.10 -0.762 0.416 0.284 3,4,4 
292.6+01.2 5336133687170599040 0.6481 0.0973 B   23.50 -11.22 0.10  0.64 0.10 -0.755 0.150 0.158 3,4,4 
292.7+01.9 5336505352135928448 0.3717 0.1700      6.00 -12.80 0.40  1.75 0.10 -1.106 0.345 0.260 5,5,5 
293.6+01.2 5335879596943573888 0.0662 0.0377 BC  17.30 -12.20 0.30  1.22 0.10  0.103 0.445 0.293 3,5,5 
294.1+14.4 6142985384377394944 0.2852 0.0777     38.50 -12.60 0.40  0.05 0.10 -0.184 0.217 0.202 3,5,5 
294.1+43.6 3519614068578061568 0.9735 0.0755 E   40.50 -10.53 0.03  0.04 0.10 -0.695 0.114 0.129 4,4,4 
294.9-00.6 5333350548355207168 0.4208 0.3551     34.00 -12.30 0.40  1.16 0.10 -0.407 0.886 0.363 5,5,5 
296.6-20.0 5198687896083997312 0.3515 0.1105 BC  19.75 -11.07 0.10  0.66 0.40 -0.565 0.243 0.216 3,4,4 
297.4+03.7 6071280561804977792 0.0592 0.0395 E    1.50 -12.60 0.07  1.56 0.10 -0.911 0.557 0.319 5,4,5 
298.3-04.8 5860341901722274688 0.2634 0.1872 BC  36.20 -11.66 0.10  0.95 0.40 -0.176 0.618 0.330 3,4,4 
299.0+18.4 6133278036730727296 0.6379 0.3417 E   32.15 -11.70 0.30  0.06 0.10 -0.612 0.412 0.283 3,5,5 
300.2+00.6 6054755761007551488 1.2192 0.2297 E    2.35 -13.50 0.20  3.26 0.10 -2.029 0.170 0.172 3,5,5 
300.5-01.1 6053470775539684736 1.7130 0.3291 BC   4.60 -12.55 0.02  2.05 0.10 -1.885 0.172 0.173 3,4,4 
302.3-01.3 5862643935490696960 0.1174 0.0429     37.50                                           5,*,* 
303.6+40.0 3499149202247569536 7.9854 0.1380    386.00 -11.30 0.20  0.75 0.10 -0.630 0.087 0.104 4,4,5 
304.8+05.1 6057322738402565632 0.2008 0.0776 E         -12.00 0.40  0.92 0.10                    *,5,5 
305.1+01.4 5863599857739835264 2.0132 0.7029 R    1.60 -11.45 0.01  1.54 0.10 -2.414 0.266 0.227 3,4,4 
305.6-13.1 5790663302917359872 0.4077 0.0597     36.00 -12.30 0.40  0.47 0.10 -0.368 0.148 0.156 5,5,5 
305.7-03.4 5857924556722638208 0.1655 0.0501     12.00 -12.30 0.40  0.49 0.10 -0.454 0.236 0.212 5,5,5 
306.4-00.6 5865192362963086592 0.1686 0.0402 E   13.65 -12.80 0.30  2.06 0.10 -0.406 0.197 0.190 3,5,5 
307.2-03.4 5863702868275424384 0.5944 0.0313 B   81.70 -11.72 0.01  0.85 0.40 -0.176 0.103 0.119 3,4,4 
307.3+05.0 6062769826395293440 0.3389 0.1826      9.00 -12.00 0.30  0.66 0.10 -0.890 0.415 0.284 5,5,5 
307.5-04.9 5851342841411810304 0.9681 0.3580 B    8.65 -11.21 0.08  1.77 0.10 -1.363 0.280 0.234 3,4,4 
308.2+07.7 6064085976174124544 0.2771 0.1115      9.00 -12.80 0.40  0.36 0.10 -0.803 0.303 0.244 5,5,5 
308.6-12.2 5796437220731788288 0.2768 0.0494 E   20.75 -11.55 0.01  0.42 0.10 -0.440 0.165 0.168 3,4,4 
309.0-04.2 5851865148069389568 0.1698 0.0202 E   13.95 -11.91 0.10  1.12 0.10 -0.400 0.134 0.146 3,4,4 
309.5-02.9 5852194829848899840 0.7459 0.0325 E    1.18 -13.09 0.30  2.08 0.10 -2.115 0.099 0.115 2,2,5 
310.3+24.7 6162542191540458112 0.9543 0.1198     57.50                                           5,*,* 
311.0+02.4 5870592987893097984 0.3778 0.0363 BC  43.25 -12.35 0.02  0.64 0.02 -0.256 0.123 0.137 3,4,4 
311.1+03.4 5870900198312013184 0.0481 0.0200           -13.17 0.10  1.85 0.10                    *,5,5 
311.4+02.8 5870632570311652608 0.1324 0.0936 R    5.85 -12.10 0.02  1.12 0.10 -0.669 0.612 0.329 3,4,4 
312.3+10.5 6093370471935953152 0.1224 0.1150 BC   9.40 -11.18 0.10  0.44 0.04 -0.429 1.298 0.385 3,4,4 
312.6-01.8 5854138766383247232 0.2133 0.0267 E    5.35 -12.26 0.01  1.70 0.10 -0.915 0.137 0.148 3,4,4 
313.8-12.6 5795257990207545984 0.7179 0.1512     56.00                                           5,*,* 
315.0-00.3 5878442989838460416 0.3587 0.0675 B   14.70 -12.01 0.01  2.38 0.62 -0.702 0.170 0.172 3,4,4 
315.1-13.0 5794858077215766656 0.1742 0.0631 E    2.23 -10.16 0.01  0.19 0.10 -1.207 0.275 0.231 1,4,4 
315.4+09.4 6089564718596906880 0.2089 0.0529 B   42.80 -11.73 0.01  1.41 0.03 -0.003 0.206 0.195 3,4,4 
315.7+05.5 5895881038094691200 1.3702 0.2374 E   14.20 -13.50 0.40  1.23 0.10 -1.299 0.162 0.166 3,5,5 
316.1+08.4 5897352631316651264 0.3589 0.0386 E    6.80 -11.43 0.01  0.55 0.10 -1.037 0.129 0.141 3,4,4 
317.8+03.3 5893253858168863744 0.1329 0.0869     22.50 -13.10 0.40  1.28 0.10 -0.086 0.540 0.315 5,5,5 
318.4+41.4 6292074655679874688 2.2902 0.0832 E  183.50 -10.86 0.03  0.10 0.10 -0.411 0.095 0.112 4,4,4 
320.1-09.6 5822458022416453120 0.2337 0.0640 E    3.35 -10.72 0.10  0.40 0.23 -1.158 0.218 0.202 3,4,4 
320.3-28.8 6367469439307095936 0.2879 0.1131 BC   3.70 -11.41 0.03  0.26 0.10 -1.205 0.296 0.241 3,4,5 
321.3+02.8 5887420777153431296 1.1589 0.2088 E    1.70 -12.41 0.01  2.27 0.07 -2.148 0.165 0.169 3,4,4 
323.1-02.5 5881952420494531328 0.2910 0.0759 E   10.40 -12.37 0.02  1.33 0.10 -0.761 0.210 0.198 3,4,4 
323.9+02.4 5887196472462012928 0.4336 0.2112 B    3.45 -12.03 0.01  1.65 0.03 -1.414 0.369 0.269 3,4,4 
324.0+03.5 5888049732191403904 0.2700 0.0353     13.50                                           5,*,* 
324.1+09.0 5903448633025639936 0.3006 0.1066      9.00 -12.80 0.40  0.61 0.10 -0.838 0.269 0.229 5,5,5 
326.7+42.2 6291509197468092672 0.5026 0.1033 E   23.50 -12.04 0.02  0.37 0.10 -0.645 0.179 0.178 4,4,5 
327.1-02.2 5836438239720535040 0.7165 0.2215 E    2.10 -11.85 0.02  1.55 0.10 -1.847 0.240 0.214 3,4,4 
327.8+10.0 6000019147299399936 0.5071 0.0667 E    6.10 -10.38 0.01  0.38 0.02 -1.234 0.140 0.151 2,4,4 
328.9-02.4 5932430075939051392 0.6171 0.4576     19.20 -12.86 0.04  1.80 0.10 -0.821 0.667 0.338 3,4,4 
329.0+01.9 5982072132545824128 0.6684 0.0232 E   36.00 -11.49 0.01  0.78 0.10 -0.583 0.095 0.112 4,4,4 
329.5+01.7 5982091545782770944 0.9098 0.4927     50.00             -0.31 0.10                    5,*,5 
330.9+04.3 5983021831411466240 0.4394 0.2423      7.50 -12.60 0.40  2.17 0.10 -1.082 0.427 0.288 5,5,5 
331.0-02.7 5932279305469535360 1.3835 0.4316      1.50 -12.34 0.10  1.60 0.10 -2.279 0.242 0.215 4,4,4 
331.4+00.5 5983038839485182592 0.2856 0.2413 B    8.40 -13.22 0.05  3.92 0.10 -0.846 0.889 0.363 3,5,5 
331.5-02.7 5933777110776156928 0.1679 0.0781      8.15 -12.10 0.10  0.35 0.10 -0.628 0.351 0.263 3,4,4 
331.5-03.9 5933495223500800128 0.5563 0.3350 E   28.20 -11.91 0.10  0.35 0.10 -0.609 0.480 0.302 3,4,4 
331.7-01.0 5934701559547878144 0.3344 0.1243 B   23.90 -11.28 0.27  2.34 0.10 -0.460 0.281 0.234 3,4,4 
332.0-03.3 5933557517709071872 0.1903 0.1242 E    8.20 -12.13 0.03  1.23 0.10 -0.680 0.538 0.315 3,4,4 
332.2+03.5 5984378392554625280 0.3307 0.1177      4.00                                           5,*,* 
333.4-04.0 5931008441737475840 0.5314 0.4194     21.00 -13.50 0.40  1.70 0.10 -0.718 0.755 0.350 5,5,5 
334.3-09.3 5923374773032038528 0.2159 0.0694 E   12.05 -11.32 0.01  0.48 0.10 -0.568 0.248 0.218 3,4,5 
335.2-03.6 5937103069115240192 0.3634 0.0787     11.50 -12.90 0.30  1.09 0.10 -0.814 0.185 0.182 5,5,5 
335.5+12.4 6008325614048284416 1.2082 0.0617     90.00                                           5,*,* 
336.2-06.9 5924318978632682624 2.5342 0.5776 B    3.60 -11.72 0.02  0.66 0.10 -2.162 0.192 0.186 3,4,4 
336.8-07.2 5924383368793138560 0.1508 0.1032     19.65 -12.50 0.40                               3,5,* 
336.9+08.3 5995280428294970880 0.1363 0.0638 E    1.77 -12.73 0.10  1.47 0.10 -1.201 0.353 0.264 2,2,5 
336.9-11.5 5921422315225774336 0.6594 0.2774     30.00                                           5,*,* 
337.4-09.1 5924816851223108864 0.4806 0.2132      9.00 -13.00 0.30  0.66 0.10 -1.042 0.334 0.256 5,5,5 
337.5-05.1 5938103104921060224 0.2534 0.0631      3.00 -12.42 0.10  1.42 0.10 -1.241 0.204 0.193 4,4,5 
338.1-08.3 5925023250182476416 0.3574 0.1321     10.30 -11.09 0.10  0.25 0.02 -0.855 0.280 0.234 3,4,4 
339.9+88.4 3958428334589607552 1.9768 0.0462 E  262.50 -12.10 0.20                               5,5,* 
340.4-14.1 6701733382321164928 0.0911 0.0648      5.50 -12.30 0.20  0.33 0.10 -0.534 0.619 0.330 5,5,5 
340.8+10.8 5998464201638224640 0.8587 0.4424 E   42.25                                           3,*,* 
340.8+12.3 6010827896356669824 0.4946 0.2415 E   32.85                                           3,*,* 
341.6+13.7 6011169161583903488 0.3099 0.0391 E   26.50 -11.65 0.01  0.93 0.10 -0.382 0.138 0.149 3,4,4 
342.8-06.6 5951803878791628800 0.7847 0.0392      4.00 -11.80 0.30  0.40 0.10 -1.607 0.101 0.118 5,5,5 
