4.962000000000000000e+03 9.696065535451451863e-06
4.964000000000000000e+03 9.709461076114054472e-06
4.966000000000000000e+03 1.942628860608686768e-05
4.968000000000000000e+03 2.288652501745869775e-05
4.970000000000000000e+03 2.922948724395738762e-05
4.972000000000000000e+03 4.028138735659134476e-05
4.974000000000000000e+03 6.602364605579104655e-05
4.976000000000000000e+03 1.050399998265361199e-04
4.978000000000000000e+03 1.770703037139219154e-04
4.980000000000000000e+03 2.929400041842674589e-04
4.982000000000000000e+03 5.221621415998503948e-04
4.984000000000000000e+03 9.863569927725025256e-04
4.986000000000000000e+03 1.910419302239631332e-03
4.988000000000000000e+03 3.730407689236472837e-03
4.990000000000000000e+03 7.309056649356136109e-03
4.992000000000000000e+03 1.387271079749206014e-02
4.994000000000000000e+03 2.436721668805462426e-02
4.996000000000000000e+03 3.788447781367403761e-02
4.998000000000000000e+03 4.938320455578771445e-02
5.000000000000000000e+03 5.520642708458901177e-02
5.002000000000000000e+03 5.684987651319706181e-02
5.004000000000000000e+03 5.734138917470792129e-02
5.006000000000000000e+03 5.768437326457593467e-02
5.008000000000000000e+03 5.790808062410846002e-02
5.010000000000000000e+03 5.798188679244698635e-02
5.012000000000000000e+03 5.770426973009977478e-02
5.014000000000000000e+03 5.694280507447950501e-02
5.016000000000000000e+03 5.577574843263297111e-02
5.018000000000000000e+03 5.428183051216540350e-02
5.020000000000000000e+03 5.281314446640251320e-02
5.022000000000000000e+03 5.165348196530308855e-02
5.024000000000000000e+03 5.102706790658113889e-02
5.026000000000000000e+03 4.992119624817355911e-02
5.028000000000000000e+03 4.596418290472626539e-02
5.030000000000000000e+03 3.590340177088634926e-02
5.032000000000000000e+03 2.150496950053549725e-02
5.034000000000000000e+03 1.044262336831055550e-02
5.036000000000000000e+03 4.743492722862833154e-03
5.038000000000000000e+03 2.228418425268749708e-03
5.040000000000000000e+03 1.122134655625777518e-03
5.042000000000000000e+03 5.980510950086392451e-04
5.044000000000000000e+03 3.385335258965455692e-04
5.046000000000000000e+03 1.962002521320216667e-04
5.048000000000000000e+03 1.233614455564093133e-04
5.050000000000000000e+03 7.824190527463123002e-05
5.052000000000000000e+03 5.574977338988085517e-05
5.054000000000000000e+03 3.495143412522774818e-05
5.056000000000000000e+03 2.446375831857902164e-05
5.058000000000000000e+03 1.813960221893342622e-05
5.060000000000000000e+03 1.582131662585424469e-05
5.062000000000000000e+03 1.045610934015665889e-05
